latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-6.86977,27.87647,315.94,2.68,1.57,2025-08-01,1232,Aqua,MODIS,58,6.1NRT,302.31,21.75,D
-6.33405,31.7076,356.57,1.33,1.14,2025-08-01,1232,Aqua,MODIS,98,6.1NRT,306.82,104.99,D
-6.33239,31.71927,345.09,1.33,1.14,2025-08-01,1232,Aqua,MODIS,92,6.1NRT,303.12,65.8,D
-7.08105,26.43272,363.88,3.53,1.77,2025-08-01,1232,Aqua,MODIS,100,6.1NRT,303.88,552.29,D
-6.34409,31.70904,329.89,1.33,1.14,2025-08-01,1232,Aqua,MODIS,79,6.1NRT,304.55,29.81,D
-6.34241,31.72072,331.84,1.33,1.14,2025-08-01,1232,Aqua,MODIS,81,6.1NRT,303.2,33.02,D
-6.33411,31.77863,316.65,1.32,1.14,2025-08-01,1232,Aqua,MODIS,43,6.1NRT,303.47,8.98,D
-7.17543,25.85447,315.35,3.95,1.85,2025-08-01,1232,Aqua,MODIS,56,6.1NRT,301.14,47.92,D
-7.0552,26.73677,327.15,3.34,1.72,2025-08-01,1232,Aqua,MODIS,78,6.1NRT,304.96,91.62,D
-6.85934,28.15269,317.46,2.54,1.53,2025-08-01,1232,Aqua,MODIS,43,6.1NRT,301.6,24.36,D
-6.35243,31.72218,317.22,1.33,1.14,2025-08-01,1232,Aqua,MODIS,33,6.1NRT,302.88,10.13,D
-6.31947,31.9509,316.7,1.28,1.12,2025-08-01,1232,Aqua,MODIS,39,6.1NRT,304.21,9.35,D
-7.05025,26.40376,327.63,3.55,1.77,2025-08-01,1232,Aqua,MODIS,74,6.1NRT,298.39,111.25,D
-6.8629,27.88216,319.42,2.68,1.57,2025-08-01,1232,Aqua,MODIS,67,6.1NRT,302.17,33.09,D
-6.35368,31.717,316.84,1.33,1.14,2025-08-01,1232,Aqua,MODIS,24,6.1NRT,303.38,9.61,D
-7.11359,26.02592,315.08,3.82,1.83,2025-08-01,1232,Aqua,MODIS,53,6.1NRT,300.76,39.72,D
-7.06578,26.40578,344.98,3.55,1.77,2025-08-01,1232,Aqua,MODIS,92,6.1NRT,298.62,271.12,D
-7.06183,26.43705,393.81,3.53,1.77,2025-08-01,1232,Aqua,MODIS,100,6.1NRT,309.65,1300.09,D
-6.08969,33.67186,320.69,1.05,1.02,2025-08-01,1232,Aqua,MODIS,60,6.1NRT,302.93,9.76,D
-7.0813,26.40782,340.85,3.55,1.77,2025-08-01,1232,Aqua,MODIS,90,6.1NRT,298.98,232.51,D
-7.07729,26.43923,368.03,3.53,1.77,2025-08-01,1232,Aqua,MODIS,100,6.1NRT,304.96,633.79,D
-6.85755,28.13673,317.55,2.55,1.54,2025-08-01,1232,Aqua,MODIS,63,6.1NRT,301.75,26.88,D
-6.34977,31.89249,323.55,1.3,1.13,2025-08-01,1232,Aqua,MODIS,70,6.1NRT,303.06,16.74,D
-7.16726,25.86037,314.59,3.95,1.85,2025-08-01,1232,Aqua,MODIS,51,6.1NRT,302.22,43.25,D
-7.09277,26.44134,314.5,3.53,1.77,2025-08-01,1232,Aqua,MODIS,13,6.1NRT,300.73,35.54,D
-7.05747,26.71464,323.65,3.35,1.73,2025-08-01,1232,Aqua,MODIS,74,6.1NRT,303.91,77.29,D
-7.05376,26.74332,321.89,3.34,1.72,2025-08-01,1232,Aqua,MODIS,71,6.1NRT,304.78,65.09,D
-6.35968,31.89396,318.15,1.3,1.13,2025-08-01,1232,Aqua,MODIS,36,6.1NRT,303.79,9.12,D
-6.25519,32.63747,325.8,1.17,1.08,2025-08-01,1232,Aqua,MODIS,73,6.1NRT,304.52,15.47,D
-7.74128,26.34438,325.64,3.68,1.8,2025-08-01,1232,Aqua,MODIS,76,6.1NRT,302.52,99.03,D
-7.00105,32.64531,346.89,1.19,1.09,2025-08-01,1232,Aqua,MODIS,93,6.1NRT,307.26,58.52,D
-6.99959,32.65573,321.49,1.19,1.09,2025-08-01,1232,Aqua,MODIS,35,6.1NRT,305.63,10.98,D
-6.80382,34.03069,323.41,1.04,1.02,2025-08-01,1232,Aqua,MODIS,68,6.1NRT,301.64,12.09,D
-6.80251,34.03981,321.34,1.04,1.02,2025-08-01,1232,Aqua,MODIS,63,6.1NRT,302.89,10.39,D
-6.05067,26.29631,315.25,3.49,1.76,2025-08-01,1232,Aqua,MODIS,50,6.1NRT,299.56,38.22,D
-7.94528,25.71662,319.67,4.17,1.89,2025-08-01,1232,Aqua,MODIS,66,6.1NRT,304.16,68.49,D
-7.8874,26.16902,317.74,3.82,1.83,2025-08-01,1232,Aqua,MODIS,55,6.1NRT,302.25,49.71,D
-7.8336,26.58617,317.46,3.53,1.77,2025-08-01,1232,Aqua,MODIS,63,6.1NRT,302.97,43.77,D
-7.82962,26.61691,315.04,3.51,1.76,2025-08-01,1232,Aqua,MODIS,45,6.1NRT,303.22,29.28,D
-7.52511,28.92274,327.45,2.26,1.46,2025-08-01,1232,Aqua,MODIS,79,6.1NRT,298.92,60.33,D
-7.23966,31.01201,315.27,1.54,1.22,2025-08-01,1232,Aqua,MODIS,51,6.1NRT,300.52,10.2,D
-6.86852,33.6438,319.93,1.07,1.03,2025-08-01,1232,Aqua,MODIS,52,6.1NRT,307.62,6.96,D
-7.90338,26.17124,320.67,3.82,1.83,2025-08-01,1232,Aqua,MODIS,69,6.1NRT,301.42,72.25,D
-7.74014,27.41609,338.09,3.02,1.65,2025-08-01,1232,Aqua,MODIS,88,6.1NRT,305.04,156.42,D
-7.12449,31.91099,318.04,1.32,1.14,2025-08-01,1232,Aqua,MODIS,58,6.1NRT,300.35,14.59,D
-7.88509,26.43451,317.79,3.64,1.79,2025-08-01,1232,Aqua,MODIS,60,6.1NRT,302.79,49.6,D
-7.88103,26.46537,316.68,3.62,1.78,2025-08-01,1232,Aqua,MODIS,55,6.1NRT,302.7,40.58,D
-7.43461,29.7699,326.9,1.93,1.36,2025-08-01,1232,Aqua,MODIS,78,6.1NRT,298.26,53.64,D
-7.43204,29.78843,316.21,1.92,1.35,2025-08-01,1232,Aqua,MODIS,59,6.1NRT,294.52,25.37,D
-7.23891,31.17299,319.04,1.49,1.21,2025-08-01,1232,Aqua,MODIS,66,6.1NRT,305.17,13.97,D
-7.62338,28.49176,317.57,2.46,1.51,2025-08-01,1232,Aqua,MODIS,64,6.1NRT,302.38,29.87,D
-6.77801,34.52201,321.43,1.01,1.01,2025-08-01,1232,Aqua,MODIS,47,6.1NRT,306.71,6.64,D
-7.95067,25.72108,321.61,4.17,1.89,2025-08-01,1232,Aqua,MODIS,67,6.1NRT,304.18,77.94,D
-7.9463,25.7572,316.44,4.14,1.88,2025-08-01,1232,Aqua,MODIS,32,6.1NRT,304.63,40.64,D
-7.89569,26.17414,317.41,3.82,1.83,2025-08-01,1232,Aqua,MODIS,30,6.1NRT,301.73,48.27,D
-7.74176,27.42073,339.99,3.02,1.65,2025-08-01,1232,Aqua,MODIS,89,6.1NRT,304.83,171.03,D
-7.89498,26.44059,318.36,3.64,1.79,2025-08-01,1232,Aqua,MODIS,63,6.1NRT,302.2,51.87,D
-7.89119,26.47093,314.83,3.62,1.78,2025-08-01,1232,Aqua,MODIS,40,6.1NRT,302.42,29.36,D
-7.63258,28.49774,313.86,2.46,1.51,2025-08-01,1232,Aqua,MODIS,41,6.1NRT,302.63,19.11,D
-7.61002,28.67099,313.68,2.38,1.49,2025-08-01,1232,Aqua,MODIS,28,6.1NRT,301.86,14.4,D
-7.18477,31.84146,314.83,1.34,1.15,2025-08-01,1232,Aqua,MODIS,28,6.1NRT,300.99,10.69,D
-7.18159,31.86454,314.62,1.34,1.15,2025-08-01,1232,Aqua,MODIS,20,6.1NRT,301.63,10.62,D
-7.8907,26.72338,321.94,3.45,1.75,2025-08-01,1232,Aqua,MODIS,72,6.1NRT,303.93,63.11,D
-7.97903,26.28463,323.38,3.75,1.81,2025-08-01,1232,Aqua,MODIS,74,6.1NRT,303.58,88.96,D
-7.63477,28.8815,319.11,2.29,1.46,2025-08-01,1232,Aqua,MODIS,68,6.1NRT,301.4,31.39,D
-7.63208,28.90141,321.22,2.28,1.46,2025-08-01,1232,Aqua,MODIS,71,6.1NRT,299.94,39.33,D
-7.60739,29.17737,312.69,2.16,1.43,2025-08-01,1232,Aqua,MODIS,31,6.1NRT,299.51,12.15,D
-7.07467,32.97579,325.38,1.15,1.07,2025-08-01,1232,Aqua,MODIS,73,6.1NRT,307.1,15.15,D
-7.07323,32.98586,324.99,1.15,1.07,2025-08-01,1232,Aqua,MODIS,72,6.1NRT,307.24,14.09,D
-6.85712,34.48497,337.67,1.01,1.01,2025-08-01,1232,Aqua,MODIS,78,6.1NRT,305.04,28.37,D
-6.87372,34.43281,333.28,1.02,1.01,2025-08-01,1232,Aqua,MODIS,82,6.1NRT,305.92,22.41,D
-6.86854,34.46846,325.02,1.01,1.01,2025-08-01,1232,Aqua,MODIS,70,6.1NRT,306.18,12.26,D
-7.97673,26.25882,321.98,3.78,1.82,2025-08-01,1232,Aqua,MODIS,54,6.1NRT,302.74,77.53,D
-7.97281,26.29098,322.14,3.75,1.81,2025-08-01,1232,Aqua,MODIS,55,6.1NRT,303.47,73.7,D
-7.60945,29.18374,316.8,2.16,1.43,2025-08-01,1232,Aqua,MODIS,61,6.1NRT,299.46,21.73,D
-8.04754,25.81304,319.77,4.11,1.88,2025-08-01,1232,Aqua,MODIS,59,6.1NRT,308.24,62.11,D
-7.66013,28.89188,313.32,2.29,1.46,2025-08-01,1232,Aqua,MODIS,48,6.1NRT,300.2,15.18,D
-7.62973,29.31901,320.93,2.11,1.41,2025-08-01,1232,Aqua,MODIS,71,6.1NRT,297.9,31.12,D
-7.62725,29.33773,321.35,2.1,1.41,2025-08-01,1232,Aqua,MODIS,71,6.1NRT,298.93,31.37,D
-7.28325,31.8728,337.63,1.34,1.15,2025-08-01,1232,Aqua,MODIS,87,6.1NRT,303.7,48.84,D
-7.28159,31.88473,323.03,1.34,1.15,2025-08-01,1232,Aqua,MODIS,72,6.1NRT,301.44,20.08,D
-7.9919,26.64818,319.71,3.51,1.76,2025-08-01,1232,Aqua,MODIS,69,6.1NRT,305,46.34,D
-7.29331,31.87428,323.65,1.34,1.15,2025-08-01,1232,Aqua,MODIS,70,6.1NRT,302.55,21.16,D
-8.09099,25.99813,316.82,3.97,1.85,2025-08-01,1232,Aqua,MODIS,37,6.1NRT,305.06,41.17,D
-8.10721,26.00057,316.66,3.97,1.85,2025-08-01,1232,Aqua,MODIS,38,6.1NRT,304.89,40.35,D
-8.14181,25.86147,322.03,4.08,1.87,2025-08-01,1232,Aqua,MODIS,72,6.1NRT,304.35,86.8,D
-8.13717,25.89719,345.91,4.05,1.87,2025-08-01,1232,Aqua,MODIS,93,6.1NRT,305.69,344.89,D
-7.77994,28.78209,312.54,2.34,1.48,2025-08-01,1232,Aqua,MODIS,29,6.1NRT,300.22,15.46,D
-7.73305,29.12048,316.12,2.19,1.44,2025-08-01,1232,Aqua,MODIS,61,6.1NRT,301.16,22.08,D
-8.13135,25.86449,322.23,4.08,1.87,2025-08-01,1232,Aqua,MODIS,72,6.1NRT,304.77,89.97,D
-8.12697,25.90048,331.05,4.05,1.87,2025-08-01,1232,Aqua,MODIS,82,6.1NRT,303.52,165.3,D
-8.14782,25.86637,316.5,4.08,1.87,2025-08-01,1232,Aqua,MODIS,25,6.1NRT,304.38,44.39,D
-8.14342,25.90217,328.19,4.05,1.87,2025-08-01,1232,Aqua,MODIS,80,6.1NRT,306.02,133.66,D
-7.73358,29.12549,317.74,2.19,1.44,2025-08-01,1232,Aqua,MODIS,65,6.1NRT,301.2,27.59,D
-7.2751,32.51857,347.45,1.22,1.1,2025-08-01,1232,Aqua,MODIS,93,6.1NRT,304.15,60.76,D
-7.28625,32.50912,352.36,1.22,1.1,2025-08-01,1232,Aqua,MODIS,96,6.1NRT,303.49,75.15,D
-7.28475,32.51986,348.26,1.22,1.1,2025-08-01,1232,Aqua,MODIS,94,6.1NRT,303.31,63.56,D
-7.29288,32.53197,343.57,1.22,1.1,2025-08-01,1232,Aqua,MODIS,91,6.1NRT,303.2,53.64,D
-7.25655,32.85845,322.11,1.17,1.08,2025-08-01,1232,Aqua,MODIS,69,6.1NRT,303.49,12.77,D
-8.24387,25.76991,328.41,4.17,1.89,2025-08-01,1232,Aqua,MODIS,49,6.1NRT,303.22,136.47,D
-8.17941,26.38986,316.04,3.71,1.8,2025-08-01,1232,Aqua,MODIS,56,6.1NRT,304.45,26.79,D
-7.59711,30.66223,325.51,1.65,1.26,2025-08-01,1232,Aqua,MODIS,0,6.1NRT,304.39,29.89,D
-7.59508,30.67669,321.85,1.65,1.26,2025-08-01,1232,Aqua,MODIS,57,6.1NRT,303.37,22.43,D
-8.3054,25.55813,326.32,4.34,1.92,2025-08-01,1232,Aqua,MODIS,77,6.1NRT,298.65,163.81,D
-7.59807,30.66959,332.14,1.65,1.26,2025-08-01,1232,Aqua,MODIS,64,6.1NRT,304.36,44.77,D
-8.25432,25.74207,325.95,4.19,1.9,2025-08-01,1232,Aqua,MODIS,63,6.1NRT,302.02,127.55,D
-8.2499,25.77819,326.59,4.17,1.89,2025-08-01,1232,Aqua,MODIS,68,6.1NRT,304.8,124.78,D
-8.17363,26.39652,317.52,3.71,1.8,2025-08-01,1232,Aqua,MODIS,64,6.1NRT,305.2,35.77,D
-8.27097,25.744,333.14,4.19,1.9,2025-08-01,1232,Aqua,MODIS,80,6.1NRT,302.92,198.61,D
-7.97523,28.07936,315.55,2.69,1.57,2025-08-01,1232,Aqua,MODIS,58,6.1NRT,303.28,21.07,D
-7.81532,29.30073,314.25,2.13,1.42,2025-08-01,1232,Aqua,MODIS,53,6.1NRT,301.19,16.68,D
-7.81283,29.31952,322.96,2.12,1.42,2025-08-01,1232,Aqua,MODIS,74,6.1NRT,300.26,42.17,D
-8.31475,25.52836,313.86,4.38,1.93,2025-08-01,1232,Aqua,MODIS,48,6.1NRT,296.76,65.51,D
-8.30999,25.56658,327.95,4.34,1.92,2025-08-01,1232,Aqua,MODIS,79,6.1NRT,299.24,181.46,D
-7.96192,28.28831,317.18,2.58,1.54,2025-08-01,1232,Aqua,MODIS,65,6.1NRT,304.86,25.43,D
-8.26377,26.06745,322.99,3.95,1.85,2025-08-01,1232,Aqua,MODIS,74,6.1NRT,305.2,71.31,D
-7.94842,28.49425,318.53,2.49,1.52,2025-08-01,1232,Aqua,MODIS,68,6.1NRT,303.25,27.9,D
-7.90074,28.85243,312.42,2.32,1.47,2025-08-01,1232,Aqua,MODIS,34,6.1NRT,299.95,14.67,D
-7.86075,29.15112,314.46,2.19,1.44,2025-08-01,1232,Aqua,MODIS,50,6.1NRT,302.22,16.82,D
-7.93208,28.81546,315.49,2.34,1.48,2025-08-01,1232,Aqua,MODIS,60,6.1NRT,300.39,20.81,D
-7.92993,28.82069,318.57,2.34,1.48,2025-08-01,1232,Aqua,MODIS,67,6.1NRT,300.66,29.72,D
-7.78946,30.00022,311.74,1.87,1.34,2025-08-01,1232,Aqua,MODIS,38,6.1NRT,299.15,14.47,D
-8.35324,25.94193,318.18,4.05,1.87,2025-08-01,1232,Aqua,MODIS,62,6.1NRT,306.7,46.41,D
-7.32902,33.64478,328.36,1.08,1.04,2025-08-01,1232,Aqua,MODIS,78,6.1NRT,299.26,20.14,D
-7.32766,33.65427,318.88,1.08,1.04,2025-08-01,1232,Aqua,MODIS,56,6.1NRT,302.44,8.96,D
-7.91849,29.58327,321.5,2.03,1.39,2025-08-01,1232,Aqua,MODIS,73,6.1NRT,304.27,29.7,D
-7.48135,33.02433,316.75,1.15,1.07,2025-08-01,1232,Aqua,MODIS,41,6.1NRT,301.16,8.18,D
-7.47993,33.03445,326.95,1.15,1.07,2025-08-01,1232,Aqua,MODIS,78,6.1NRT,300.4,21.15,D
-8.33166,26.83781,312.85,3.43,1.74,2025-08-01,1232,Aqua,MODIS,34,6.1NRT,300.69,29.14,D
-7.5556,32.63282,315.72,1.21,1.09,2025-08-01,1232,Aqua,MODIS,57,6.1NRT,298.26,9.89,D
-7.39106,33.79514,319.22,1.07,1.03,2025-08-01,1232,Aqua,MODIS,44,6.1NRT,301.29,10.21,D
-7.38973,33.80445,319.81,1.06,1.03,2025-08-01,1232,Aqua,MODIS,45,6.1NRT,301.2,11.04,D
-8.52812,25.40907,326.42,4.5,1.95,2025-08-01,1232,Aqua,MODIS,71,6.1NRT,302.37,148.58,D
-8.46755,25.89192,323.3,4.11,1.88,2025-08-01,1232,Aqua,MODIS,75,6.1NRT,304.36,99.14,D
-8.54522,25.41117,402.12,4.5,1.95,2025-08-01,1232,Aqua,MODIS,100,6.1NRT,309.32,2266.15,D
-8.54031,25.45013,326.75,4.47,1.94,2025-08-01,1232,Aqua,MODIS,49,6.1NRT,302.27,141.17,D
-7.9121,30.21548,315.95,1.81,1.32,2025-08-01,1232,Aqua,MODIS,63,6.1NRT,300.64,20.73,D
-7.54951,32.81413,316.32,1.18,1.08,2025-08-01,1232,Aqua,MODIS,35,6.1NRT,299.66,9.19,D
-8.56738,25.37353,319.89,4.54,1.96,2025-08-01,1232,Aqua,MODIS,42,6.1NRT,298.52,85.5,D
-8.56236,25.41301,343.5,4.5,1.95,2025-08-01,1232,Aqua,MODIS,91,6.1NRT,302.09,366.09,D
-7.55754,32.82577,316.02,1.18,1.08,2025-08-01,1232,Aqua,MODIS,17,6.1NRT,300.3,7.64,D
-8.01059,29.67427,312.77,2,1.38,2025-08-01,1232,Aqua,MODIS,42,6.1NRT,301.94,11.48,D
-8.00812,29.69215,331.94,2,1.38,2025-08-01,1232,Aqua,MODIS,84,6.1NRT,302.04,66.47,D
-7.5835,32.71202,330.8,1.2,1.09,2025-08-01,1232,Aqua,MODIS,82,6.1NRT,300.8,29.48,D
-8.10332,29.09418,322.74,2.23,1.45,2025-08-01,1232,Aqua,MODIS,74,6.1NRT,299.29,42.83,D
-7.59305,32.71345,313.59,1.2,1.09,2025-08-01,1232,Aqua,MODIS,24,6.1NRT,301.15,5.73,D
-8.53536,25.3742,321.61,4.54,1.96,2025-08-01,1232,Aqua,MODIS,33,6.1NRT,300.94,96.26,D
-8.53071,25.41357,342.1,4.5,1.95,2025-08-01,1232,Aqua,MODIS,91,6.1NRT,303.03,338.43,D
-8.55252,25.37624,325.3,4.54,1.96,2025-08-01,1232,Aqua,MODIS,47,6.1NRT,298.87,125.04,D
-8.54782,25.41565,401.7,4.5,1.95,2025-08-01,1232,Aqua,MODIS,100,6.1NRT,309.33,2236.52,D
-8.0147,29.68034,323.07,2,1.38,2025-08-01,1232,Aqua,MODIS,75,6.1NRT,303.59,38.76,D
-8.01239,29.69801,326.45,2,1.38,2025-08-01,1232,Aqua,MODIS,79,6.1NRT,303.14,48.77,D
-8.56971,25.37802,323.96,4.54,1.96,2025-08-01,1232,Aqua,MODIS,75,6.1NRT,299.15,123.13,D
-8.56495,25.41752,337.25,4.5,1.95,2025-08-01,1232,Aqua,MODIS,88,6.1NRT,301.72,273.17,D
-8.11323,29.021,319.2,2.27,1.46,2025-08-01,1232,Aqua,MODIS,70,6.1NRT,300.93,35.22,D
-8.11072,29.04037,313.91,2.26,1.46,2025-08-01,1232,Aqua,MODIS,57,6.1NRT,300.31,20.54,D
-8.10816,29.06003,314.5,2.25,1.45,2025-08-01,1232,Aqua,MODIS,34,6.1NRT,299.85,20.23,D
-8.10303,29.09947,325.04,2.23,1.45,2025-08-01,1232,Aqua,MODIS,78,6.1NRT,299.35,53.19,D
-7.81811,31.24448,315.97,1.51,1.21,2025-08-01,1232,Aqua,MODIS,54,6.1NRT,303.84,7.67,D
-8.55707,25.762,313.26,4.22,1.9,2025-08-01,1232,Aqua,MODIS,27,6.1NRT,300.25,37.36,D
-8.57366,25.76468,323.09,4.22,1.9,2025-08-01,1232,Aqua,MODIS,75,6.1NRT,300.92,112.8,D
-7.72096,32.17731,312.29,1.3,1.13,2025-08-01,1232,Aqua,MODIS,32,6.1NRT,299.16,7.25,D
-7.89439,31.00697,326.63,1.57,1.24,2025-08-01,1232,Aqua,MODIS,77,6.1NRT,300.63,33.79,D
-7.89245,31.02092,316.98,1.57,1.23,2025-08-01,1232,Aqua,MODIS,47,6.1NRT,301.68,12.94,D
-7.73094,32.17827,328.13,1.3,1.13,2025-08-01,1232,Aqua,MODIS,0,6.1NRT,302.42,28.99,D
-8.65059,25.42709,313.93,4.5,1.95,2025-08-01,1232,Aqua,MODIS,56,6.1NRT,301.27,53.63,D
-7.66141,32.73988,313.5,1.2,1.09,2025-08-01,1232,Aqua,MODIS,47,6.1NRT,301.12,6.22,D
-7.6599,32.75053,312.05,1.2,1.09,2025-08-01,1232,Aqua,MODIS,28,6.1NRT,300.57,5.26,D
-8.17939,29.10924,316.88,2.23,1.45,2025-08-01,1232,Aqua,MODIS,65,6.1NRT,299.23,30.14,D
-8.04817,30.0624,322.35,1.87,1.34,2025-08-01,1232,Aqua,MODIS,68,6.1NRT,298.08,32.44,D
-7.68619,32.6347,318.05,1.22,1.1,2025-08-01,1232,Aqua,MODIS,67,6.1NRT,304.06,9.22,D
-8.05993,30.06377,325.22,1.87,1.34,2025-08-01,1232,Aqua,MODIS,47,6.1NRT,301.68,38,D
-8.5793,25.77267,318.36,4.22,1.9,2025-08-01,1232,Aqua,MODIS,56,6.1NRT,300.78,69.14,D
-8.17997,29.116,319.99,2.23,1.45,2025-08-01,1232,Aqua,MODIS,71,6.1NRT,300.32,39.19,D
-8.05583,30.0699,338.5,1.87,1.34,2025-08-01,1232,Aqua,MODIS,89,6.1NRT,300.91,83.91,D
-7.73567,32.44951,323.56,1.25,1.11,2025-08-01,1232,Aqua,MODIS,76,6.1NRT,298.76,22.59,D
-7.73415,32.46049,314.95,1.25,1.11,2025-08-01,1232,Aqua,MODIS,38,6.1NRT,297.91,11.34,D
-8.65407,25.43404,312.56,4.5,1.95,2025-08-01,1232,Aqua,MODIS,48,6.1NRT,301.01,44.53,D
-8.06759,30.07122,314.37,1.87,1.34,2025-08-01,1232,Aqua,MODIS,40,6.1NRT,299.4,14.81,D
-8.01763,30.44718,317.55,1.74,1.29,2025-08-01,1232,Aqua,MODIS,44,6.1NRT,303.25,15.33,D
-7.19322,36.29808,325.44,1.03,1.01,2025-08-01,1232,Aqua,MODIS,76,6.1NRT,307.4,10.98,D
-7.19188,36.3071,332.71,1.03,1.01,2025-08-01,1232,Aqua,MODIS,84,6.1NRT,309.51,20.4,D
-8.66736,25.74536,312.37,4.25,1.91,2025-08-01,1232,Aqua,MODIS,42,6.1NRT,300.87,33.1,D
-8.0577,30.40806,319.01,1.76,1.3,2025-08-01,1232,Aqua,MODIS,36,6.1NRT,300.24,22.95,D
-8.46094,27.48389,321.07,3.06,1.66,2025-08-01,1232,Aqua,MODIS,73,6.1NRT,302.48,59.83,D
-8.06699,30.42504,339.03,1.75,1.3,2025-08-01,1232,Aqua,MODIS,89,6.1NRT,301.03,78.41,D
-8.27483,28.98906,312.22,2.29,1.47,2025-08-01,1232,Aqua,MODIS,26,6.1NRT,299.15,14.17,D
-8.26433,29.06676,321.33,2.26,1.46,2025-08-01,1232,Aqua,MODIS,72,6.1NRT,301.7,36.09,D
-8.26166,29.08649,316.26,2.25,1.45,2025-08-01,1232,Aqua,MODIS,46,6.1NRT,300.47,21.14,D
-8.3361,28.63462,322.73,2.46,1.51,2025-08-01,1232,Aqua,MODIS,62,6.1NRT,302.56,47.25,D
-8.27712,29.06837,318.87,2.26,1.46,2025-08-01,1232,Aqua,MODIS,46,6.1NRT,302.05,26.81,D
-8.24189,29.32593,317.72,2.15,1.43,2025-08-01,1232,Aqua,MODIS,67,6.1NRT,300.22,27.13,D
-8.35233,28.61466,321.61,2.47,1.51,2025-08-01,1232,Aqua,MODIS,51,6.1NRT,300.99,41.52,D
-8.34937,28.63631,325.82,2.46,1.51,2025-08-01,1232,Aqua,MODIS,73,6.1NRT,302.55,57.96,D
-8.22363,29.5501,320.6,2.07,1.4,2025-08-01,1232,Aqua,MODIS,72,6.1NRT,300.24,36.76,D
-8.22118,29.56779,320.04,2.06,1.4,2025-08-01,1232,Aqua,MODIS,71,6.1NRT,299.38,33.9,D
-7.14121,37.08218,323.7,1.1,1.04,2025-08-01,1232,Aqua,MODIS,77,6.1NRT,298.8,14.1,D
-8.46197,27.48875,323.58,3.06,1.66,2025-08-01,1232,Aqua,MODIS,76,6.1NRT,302.54,70.04,D
-8.26359,29.07178,323.26,2.26,1.46,2025-08-01,1232,Aqua,MODIS,57,6.1NRT,301.33,39.73,D
-7.65086,33.64873,313.53,1.08,1.04,2025-08-01,1232,Aqua,MODIS,22,6.1NRT,297.48,8.02,D
-7.64951,33.65837,318.88,1.08,1.04,2025-08-01,1232,Aqua,MODIS,64,6.1NRT,297.26,13.64,D
-8.33466,28.61797,315.64,2.47,1.51,2025-08-01,1232,Aqua,MODIS,53,6.1NRT,300.28,24.12,D
-8.33195,28.63928,315.18,2.46,1.51,2025-08-01,1232,Aqua,MODIS,45,6.1NRT,302.92,23.04,D
-8.24316,29.33125,315.9,2.15,1.43,2025-08-01,1232,Aqua,MODIS,63,6.1NRT,300.3,23.48,D
-8.34799,28.61941,329.16,2.47,1.51,2025-08-01,1232,Aqua,MODIS,82,6.1NRT,300.96,75.83,D
-8.3452,28.64107,322.59,2.46,1.51,2025-08-01,1232,Aqua,MODIS,75,6.1NRT,303.09,47.79,D
-8.22659,29.55552,328.45,2.07,1.4,2025-08-01,1232,Aqua,MODIS,81,6.1NRT,300.6,62.73,D
-8.22429,29.5731,313.67,2.06,1.4,2025-08-01,1232,Aqua,MODIS,50,6.1NRT,299.09,18.75,D
-8.31472,28.97903,315.86,2.3,1.47,2025-08-01,1232,Aqua,MODIS,62,6.1NRT,300.97,23.08,D
-8.28386,29.21497,316.8,2.2,1.44,2025-08-01,1232,Aqua,MODIS,64,6.1NRT,299.57,29.01,D
-7.64208,33.90675,348.48,1.06,1.03,2025-08-01,1232,Aqua,MODIS,94,6.1NRT,298.95,55.11,D
-8.43924,28.12585,313.38,2.71,1.58,2025-08-01,1232,Aqua,MODIS,28,6.1NRT,302.11,19.83,D
-7.6511,33.90808,338.17,1.06,1.03,2025-08-01,1232,Aqua,MODIS,87,6.1NRT,300.24,34.56,D
-8.54523,27.41792,312.34,3.11,1.67,2025-08-01,1232,Aqua,MODIS,50,6.1NRT,300.7,23.81,D
-8.54156,27.44633,312.02,3.09,1.67,2025-08-01,1232,Aqua,MODIS,48,6.1NRT,300.48,24.19,D
-8.45308,28.1277,321.73,2.71,1.58,2025-08-01,1232,Aqua,MODIS,74,6.1NRT,302.3,52.54,D
-5.60294,32.17503,351.74,1.22,1.1,2025-08-01,1232,Aqua,MODIS,95,6.1NRT,308.95,74.7,D
-5.60142,32.18569,350.33,1.22,1.1,2025-08-01,1232,Aqua,MODIS,95,6.1NRT,306.65,69.68,D
-5.59385,32.2388,324.69,1.21,1.09,2025-08-01,1232,Aqua,MODIS,71,6.1NRT,304.67,16.78,D
-6.62044,24.87216,316.09,4.64,1.97,2025-08-01,1232,Aqua,MODIS,48,6.1NRT,301.05,58.49,D
-6.61514,24.91236,314.7,4.61,1.97,2025-08-01,1232,Aqua,MODIS,28,6.1NRT,301.58,44.06,D
-6.49816,25.7936,331.79,3.9,1.84,2025-08-01,1232,Aqua,MODIS,82,6.1NRT,303.77,169.41,D
-6.49363,25.82757,325.81,3.87,1.83,2025-08-01,1232,Aqua,MODIS,76,6.1NRT,304.16,113.62,D
-6.40103,26.51733,322.25,3.39,1.74,2025-08-01,1232,Aqua,MODIS,56,6.1NRT,301.59,62.03,D
-6.329,27.04953,349.46,3.06,1.66,2025-08-01,1232,Aqua,MODIS,95,6.1NRT,302.43,270.55,D
